OBJECTID,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,LONGITUDE_POINT,LATITUDE_POINT,BIN_STATUS
6203,N09,N118,Royapettah,Royapettah,Rathinam Street,S_W118_002,13.041113,80.255638,80.2556383,13.0411127,Empty
6204,N09,N119,Royapettah,Royapettah,T.T.Krishnamachari Salai,S_W119_001,13.046257,80.260287,80.2602865,13.0462572,Full
6205,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 4th Cross Street,S_W119_001,13.041234,80.259718,80.2597175,13.0412343,Empty
6206,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Main Road,S_W119_001,13.04384,80.260633,80.2606331,13.0438399,Empty
6207,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Main Road,S_W119_002,13.040643,80.259477,80.2594769,13.0406428,Full
6208,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Main Road,S_W119_003,13.041264,80.259667,80.259667,13.0412641,Full
6209,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Main Road,S_W119_004,13.041792,80.259843,80.2598432,13.041792,Half Full
6210,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Main Road,S_W119_005,13.042364,80.260028,80.2600277,13.0423645,Empty
6211,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Cross Street,S_W119_001,13.039312,80.261642,80.261642,13.0393118,Full
6212,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Cross Street,S_W119_002,13.039304,80.261655,80.2616552,13.0393042,Full
6213,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Cross Street,S_W119_003,13.040544,80.261031,80.261031,13.0405438,Full
6214,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Cross Street,S_W119_004,13.040547,80.261043,80.2610435,13.0405473,Full
6215,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Cross Street,S_W119_005,13.041081,80.261098,80.2610977,13.0410809,Full
6216,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Cross Street,S_W119_006,13.041027,80.261149,80.2611493,13.0410271,Full
6217,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Cross Street,S_W119_007,13.041683,80.260991,80.2609915,13.0416825,Empty
6218,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 2nd Cross Street,S_W119_008,13.041629,80.261142,80.2611422,13.0416286,Empty
6219,N09,N119,Mylapore,Bishop Wallaers Avenue,Bishop Wallers Avenue (South),S_W119_001,13.044725,80.260373,80.2603727,13.0447253,Half Full
6220,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 5th Cross Street,S_W119_001,13.043165,80.261056,80.2610555,13.0431654,Half Full
6221,N09,N119,Royapettah,Royapettah,Hanumantha Road,S_W119_001,13.048747,80.266264,80.2662637,13.0487469,Full
6222,N09,N119,Royapettah,Balaji Nagar,Balaji Nagar 4th Street,S_W119_001,13.05099,80.267984,80.2679841,13.0509897,Full
6223,N09,N119,Royapettah,Balaji Nagar,Balaji Nagar 4th Street,S_W119_002,13.050985,80.267965,80.2679645,13.0509847,Full
6224,N09,N119,Royapettah,Balaji Nagar,Balaji Nagar 2nd Street,S_W119_001,13.050315,80.267971,80.2679709,13.0503149,Full
6225,N09,N119,Royapettah,Lloyds Colony,Lloyds Colony Main Road,S_W119_001,13.047358,80.272153,80.2721533,13.047358,Full
6226,N09,N119,Mylapore,Mylapore,Kattu Koil,S_W119_001,13.040985,80.261657,80.2616569,13.040985,Full
6227,N09,N119,Mylapore,Mylapore,Kattu Koil,S_W119_002,13.040974,80.261281,80.2612807,13.0409742,Empty
6228,N09,N119,Mylapore,Mylapore,Kattu Koil,S_W119_002,13.040968,80.26171,80.2617096,13.0409681,Full
6229,N09,N119,Royapettah,Sripuram,Sri Puram 1st Street,S_W119_001,13.045951,80.266758,80.2667577,13.0459514,Full
6230,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 6th Cross Street,S_W119_001,13.039919,80.259018,80.2590181,13.0399192,Full
6231,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 6th Cross Street,S_W119_002,13.039909,80.260059,80.2600589,13.0399094,Empty
6232,N09,N119,Royapettah,Royapettah,Masilamani Road,S_W119_001,13.049847,80.266283,80.2662833,13.0498469,Half Full
6233,N09,N119,Royapettah,Royapettah,Masilamani Road,S_W119_002,13.049894,80.266313,80.2663129,13.049894,Full
6234,N09,N119,Royapettah,Royapettah,Masilamani Road,S_W119_003,13.050529,80.266362,80.2663617,13.0505295,Full
6235,N09,N119,Royapettah,Royapettah,Masilamani Road,S_W119_004,13.051149,80.266454,80.2664536,13.0511491,Full
6236,N09,N119,Royapettah,Royapettah,Masilamani Road,S_W119_005,13.051239,80.266363,80.2663632,13.0512394,Empty
6237,N09,N119,Royapettah,Lloyds Colony,"Lloyds Colony La To Lr, Lg, Lp Block Road",S_W119_001,13.048117,80.271415,80.2714153,13.0481175,Full
6238,N09,N119,Royapettah,Lloyds Colony,"Lloyds Colony La To Lr, Lg, Lp Block Road",S_W119_002,13.048144,80.271499,80.2714991,13.0481442,Full
6239,N09,N119,Royapettah,Royapettah,T.V.K Road (Royapet Highroad),S_W119_001,13.048152,80.265841,80.2658413,13.0481518,Full
6240,N09,N119,Royapettah,Royapettah,T.V.K Road (Royapet Highroad),S_W119_002,13.048779,80.265244,80.2652439,13.0487791,Full
6241,N09,N119,Royapettah,Royapettah,T.V.K Road (Royapet Highroad),S_W119_003,13.048837,80.2652,80.2651997,13.0488373,Full
6242,N09,N119,Royapettah,Royapettah,T.V.K Road (Royapet Highroad),S_W119_004,13.049019,80.264776,80.264776,13.0490185,Full
6243,N09,N119,Royapettah,Royapettah,T.V.K Road (Royapet Highroad),S_W119_005,13.049032,80.264745,80.2647452,13.049032,Full
6244,N09,N119,Royapettah,Royapettah,T.V.K Road (Royapet Highroad),S_W119_006,13.049239,80.263797,80.2637972,13.0492392,Full
6245,N09,N119,Royapettah,Royapettah,T.V.K Road (Royapet Highroad),S_W119_007,13.049256,80.263748,80.2637477,13.049256,Half Full
6246,N09,N119,Royapettah,Royapettah,T.V.K Road (Royapet Highroad),S_W119_008,13.048207,80.265836,80.265836,13.0482072,Half Full
6247,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai 1st Lane,S_W119_001,13.047401,80.270298,80.2702977,13.0474008,Full
6248,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai 1st Lane,S_W119_002,13.047413,80.269767,80.2697667,13.047413,Full
6249,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai 1st Lane,S_W119_003,13.047423,80.269765,80.2697646,13.0474231,Full
6250,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai 1st Lane,S_W119_004,13.047467,80.269172,80.2691717,13.0474666,Full
6251,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai 1st Lane,S_W119_005,13.047522,80.269124,80.2691239,13.0475217,Full
6252,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai 1st Lane,S_W119_006,13.047565,80.268469,80.2684693,13.0475652,Full
6253,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai 1st Lane,S_W119_007,13.047566,80.268449,80.2684495,13.0475664,Full
6254,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai 1st Lane,S_W119_008,13.04764,80.268013,80.2680133,13.0476397,Full
6255,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai 1st Lane,S_W119_009,13.047657,80.267478,80.2674781,13.0476572,Full
6256,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai 1st Lane,S_W119_010,13.047689,80.267216,80.2672155,13.0476891,Full
6257,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 1st Cross Street,S_W119_001,13.042634,80.263033,80.2630331,13.0426344,Full
6258,N09,N119,Royapettah,Royapettah,Venkatachalam Street,S_W119_001,13.04882,80.268847,80.2688474,13.0488199,Full
6259,N09,N119,Royapettah,Royapettah,Venkatachalam Street,S_W119_002,13.047942,80.268716,80.2687162,13.0479421,Half Full
6260,N09,N119,Royapettah,Royapettah,Venkatachalam Street,S_W119_003,13.046177,80.268358,80.2683583,13.0461766,Full
6261,N09,N119,Mylapore,Mylapore,Dr. Radhakrishnan Road 6th Street,S_W119_001,13.044675,80.264685,80.2646854,13.0446753,Full
6262,N09,N119,Mylapore,Mylapore,Dr. Radhakrishnan Road 6th Street,S_W119_002,13.044655,80.264855,80.2648548,13.0446554,Full
6263,N09,N119,Royapettah,Royapettah,Pooramprakashrao Road,S_W119_001,13.051748,80.26642,80.26642,13.0517482,Half Full
6264,N09,N119,Royapettah,Royapettah,Pooramprakashrao Road,S_W119_002,13.051713,80.267634,80.2676344,13.0517125,Full
6265,N09,N119,Royapettah,Lloyds Colony,Lloyds Colony A To G Block,S_W119_001,13.047737,80.271404,80.2714045,13.0477374,Full
6266,N09,N119,Royapettah,Lloyds Colony,Lloyds Colony A To G Block,S_W119_002,13.047776,80.271437,80.2714369,13.0477765,Half Full
6267,N09,N119,Royapettah,Lloyds Colony,"Lloyds Colony Li, Ls, Ln, Lm Block Road",S_W119_001,13.048117,80.271366,80.2713663,13.0481168,Full
6268,N09,N119,Royapettah,Lloyds Colony,"Lloyds Colony Li, Ls, Ln, Lm Block Road",S_W119_002,13.048131,80.271426,80.2714255,13.0481312,Empty
6269,N09,N119,Mylapore,Mylapore,P.S Sivasamy Street,S_W119_001,13.04489,80.263429,80.2634295,13.0448905,Full
6270,N09,N119,Mylapore,Cit Colony,C.I.T. Colony 3rd Cross Street,S_W119_001,13.043193,80.261155,80.261155,13.0431926,Full
6271,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai,S_W119_001,13.047738,80.26592,80.26592,13.0477377,Full
6272,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai,S_W119_002,13.047746,80.265907,80.2659069,13.0477461,Full
6273,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai,S_W119_003,13.04778,80.265287,80.2652873,13.04778,Full
6274,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai,S_W119_004,13.047982,80.265399,80.2653988,13.047982,Full
6275,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai,S_W119_005,13.0475,80.2648,80.2647996,13.0474997,Half Full
6276,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai,S_W119_006,13.047928,80.264149,80.264149,13.0479278,Full
6277,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai,S_W119_007,13.047949,80.263836,80.2638365,13.0479489,Full
6278,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai,S_W119_008,13.047907,80.263766,80.263766,13.0479066,Full
6279,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai,S_W119_009,13.04807,80.262677,80.2626769,13.0480695,Full
6280,N09,N119,Royapettah,Royapettah,Avvai Shanmugam Salai,S_W119_010,13.048074,80.262674,80.2626741,13.0480744,Full
6281,N09,N119,Mylapore,Mylapore,Judge Jumbulingam Road,S_W119_001,13.044478,80.270573,80.2705729,13.0444777,Full
6282,N09,N119,Mylapore,Mylapore,Judge Jumbulingam Road,S_W119_002,13.045805,80.27074,80.2707399,13.0458052,Full
6283,N09,N119,Mylapore,Mylapore,Judge Jumbulingam Road,S_W119_003,13.047426,80.271054,80.2710541,13.0474255,Full
6284,N09,N119,Royapettah,Royapettah,Peters Road,S_W119_001,13.045601,80.266678,80.2666776,13.0456006,Full
6285,N09,N119,Royapettah,Royapettah,Peters Road,S_W119_002,13.045615,80.266711,80.2667108,13.0456146,Full
6286,N09,N119,Mylapore,Mylapore,Dr. Radhakrishnan Road 8th Street,S_W119_001,13.044426,80.269922,80.2699218,13.0444258,Empty
6287,N09,N119,Royapettah,Royapettah,Gowdia Mutt Road,S_W119_001,13.048956,80.261866,80.2618657,13.0489562,Half Full
6288,N09,N119,Royapettah,Royapettah,Gowdia Mutt Road,S_W119_002,13.049006,80.261973,80.2619728,13.0490057,Empty
6289,N09,N119,Royapettah,Sri Krishnapuram,Sri Krishnapuram Street,S_W119_001,13.046845,80.268315,80.2683148,13.0468453,Full
6290,N09,N119,Royapettah,Sri Krishnapuram,Sri Krishnapuram Street,S_W119_002,13.04696,80.266872,80.2668721,13.0469603,Full
6291,N09,N119,Royapettah,Balaji Nagar,Balaji Nagar 1st. Street,S_W119_001,13.050051,80.266968,80.2669681,13.0500514,Full
6292,N09,N120,Triplicane,Triplicane,Neelam Kasha Dharka Slum,S_W120_001,13.050017,80.278662,80.2786624,13.0500172,Full
6293,N09,N120,Triplicane,Triplicane,Neelam Kasha Dharka Slum,S_W120_002,13.050013,80.278677,80.2786771,13.0500131,Full
6294,N09,N120,Triplicane,Triplicane,Kamarajar Salai,S_W120_001,13.049516,80.280525,80.280525,13.0495155,Full
6295,N09,N120,Triplicane,Triplicane,Kamarajar Salai,S_W120_003,13.046543,80.280621,80.2806209,13.0465427,Full
6296,N09,N120,Triplicane,Triplicane,Kamarajar Salai,S_W120_003,13.049385,80.281005,80.2810052,13.0493847,Full
6297,N09,N120,Royapettah,Royapettah,Muthiah Mudali  Street,S_W120_001,13.050733,80.273781,80.2737814,13.0507331,Full
6298,N09,N120,Triplicane,Triplicane,Nadukuppam 1st Street,S_W120_001,13.046412,80.278759,80.2787591,13.046412,Full
6299,N09,N120,Triplicane,Triplicane,Irusappa Gramani Street,S_W120_001,13.051259,80.27505,80.2750502,13.0512588,Half Full
6300,N09,N120,Triplicane,Triplicane,Irusappa Gramani Street,S_W120_002,13.051655,80.275151,80.275151,13.0516551,Half Full
6301,N09,N120,Triplicane,Triplicane,Irusappa Gramani Street,S_W120_003,13.051646,80.275106,80.2751062,13.0516461,Full
6302,N09,N120,Triplicane,Triplicane,Dr.Natesan Road,S_W120_001,13.047843,80.274661,80.274661,13.0478429,Empty
6303,N09,N120,Triplicane,Triplicane,Dr.Natesan Road,S_W120_002,13.047227,80.274574,80.2745736,13.047227,Full
6304,N09,N120,Triplicane,Triplicane,Dr.Natesan Road,S_W120_003,13.04787,80.274543,80.2745435,13.0478699,Half Full
6305,N09,N120,Triplicane,Triplicane,Dr.Natesan Road,S_W120_004,13.048185,80.27459,80.2745899,13.048185,Full
6306,N09,N120,Triplicane,Triplicane,Dr.Natesan Road,S_W120_005,13.048213,80.274562,80.2745618,13.0482133,Full
6307,N09,N120,Triplicane,Triplicane,Dr.Natesan Road,S_W120_006,13.050024,80.274359,80.2743591,13.0500243,Half Full
6308,N09,N120,Triplicane,Triplicane,Dr.Natesan Road,S_W120_007,13.049519,80.27452,80.2745199,13.0495188,Half Full
6309,N09,N120,Triplicane,Triplicane,Dr.Natesan Road,S_W120_008,13.051665,80.274088,80.274088,13.0516654,Full
6310,N09,N120,Triplicane,Triplicane,Dr.Natesan Road,S_W120_009,13.051623,80.274081,80.2740815,13.0516232,Empty
6311,N09,N120,Triplicane,Triplicane,Dr.Natesan Road,S_W120_010,13.052337,80.273853,80.2738528,13.0523373,Full
6312,N09,N120,Triplicane,Triplicane,Venkatarangam Pillai Hutting Ground,S_W120_001,13.049431,80.277878,80.2778782,13.0494307,Full
6313,N09,N120,Triplicane,Triplicane,Kajabathy Lala Street,S_W120_001,13.05182,80.275806,80.275806,13.05182,Full
6314,N09,N120,Triplicane,Triplicane,Kajabathy Lala Street,S_W120_002,13.051425,80.276151,80.2761513,13.0514246,Half Full
6315,N09,N120,Triplicane,Triplicane,Kajabathy Lala Street,S_W120_003,13.050192,80.277408,80.277408,13.0501923,Full
6316,N09,N120,Triplicane,Triplicane,Kajabathy Lala Street,S_W120_004,13.049705,80.277898,80.2778984,13.0497052,Full
6317,N09,N120,Triplicane,Triplicane,Munusamy Nagar (Gajabathy Lala Garden),S_W120_001,13.049682,80.277895,80.2778946,13.049682,Full
6318,N09,N121,Mylapore,Mylapore,Dr. Radhakrishnan Road,S_W121_001,13.043579,80.268217,80.2682174,13.0435791,Full
6319,N09,N121,Mylapore,Mylapore,Dr. Radhakrishnan Road,S_W121_002,13.044117,80.268213,80.2682134,13.0441168,Empty
6320,N09,N121,Mylapore,Mylapore,Dr. Radhakrishnan Road,S_W121_003,13.044126,80.268219,80.2682194,13.0441265,Empty
6321,N09,N121,Mylapore,Mylapore,Brindhavanam Road,G_W121_001,13.041933,80.269472,80.269472,13.0419327,Full
6322,N09,N121,Mylapore,Mylapore,Brindhavanam Road,S_W121_001,13.041393,80.269635,80.2696349,13.0413927,Full
6323,N09,N121,Mylapore,Mylapore,Brindhavanam Road,S_W121_002,13.041908,80.269491,80.2694908,13.0419076,Empty
6324,N09,N121,Mylapore,Mylapore,Brindhavanam Road,S_W121_002,13.041429,80.269643,80.2696433,13.0414293,Full
6325,N09,N121,Mylapore,Mylapore,Silatterpuram (Ganeshpuram),S_W121_001,13.04108,80.270058,80.2700583,13.0410799,Full
6326,N09,N121,Mylapore,Mylapore,Appasamy Koil Street,S_W121_001,13.042691,80.268199,80.2681988,13.0426905,Full
6327,N09,N121,Mylapore,Mylapore,Rayapet Highroad 3rd Street (Alias) Thiru Vi Ka 3rd Street,S_W121_001,13.043603,80.267301,80.2673005,13.0436029,Full
6328,N09,N121,Mylapore,Mylapore,Rayapet Highroad 3rd Street (Alias) Thiru Vi Ka 3rd Street,S_W121_002,13.043627,80.267259,80.2672592,13.0436271,Half Full
6329,N09,N121,Mylapore,Mylapore,Balakrishnan Road,S_W121_001,13.041352,80.270349,80.2703485,13.0413523,Full
6330,N09,N121,Mylapore,Mylapore,Balakrishnan Road,S_W121_002,13.041413,80.270291,80.2702911,13.0414132,Full
6331,N09,N121,Mylapore,Mylapore,Venkatachalam Street,S_W121_001,13.042721,80.268152,80.2681518,13.042721,Full
6332,N09,N121,Mylapore,Mylapore,Venkatachalam Street,S_W121_002,13.042743,80.268155,80.2681547,13.042743,Empty
6333,N09,N121,Mylapore,Mylapore,Venkatachalam Street,S_W121_003,13.043554,80.268199,80.2681988,13.0435537,Full
6334,N09,N121,Mylapore,Mylapore,Thiru. Vi. Ka High Road,S_W121_001,13.042856,80.267843,80.2678428,13.0428559,Empty
6335,N09,N121,Mylapore,Mylapore,Thiru. Vi. Ka High Road,S_W121_001,13.044084,80.267121,80.2671214,13.0440841,Full
6336,N09,N121,Mylapore,Mylapore,Thiru. Vi. Ka High Road,S_W121_002,13.042723,80.267865,80.2678653,13.0427229,Full
6337,N09,N121,Mylapore,Mylapore,Thiru. Vi. Ka High Road,S_W121_003,13.042824,80.267769,80.2677692,13.0428243,Full
6338,N09,N121,Mylapore,Mylapore,Thiru. Vi. Ka High Road,S_W121_006,13.041533,80.268357,80.2683574,13.0415334,Full
6339,N09,N121,Royapettah,Royapettah,Dr. Radhakrishnan Salai 9th Street,S_W121_001,13.045027,80.273186,80.2731863,13.0450274,Full
6340,N09,N121,Royapettah,Royapettah,Dr. Radhakrishnan Salai 9th Street,S_W121_002,13.045011,80.273182,80.2731825,13.0450112,Empty
6341,N09,N121,Royapettah,Royapettah,Dr. Radhakrishnan Salai 9th Street,S_W121_003,13.044726,80.273405,80.2734049,13.0447265,Full
6342,N09,N121,Mylapore,Mylapore,Ganesapuram (N) Lane,S_W121_001,13.041087,80.270098,80.2700982,13.0410868,Half Full
6343,N09,N122,Teynampet,Seethammal Colony Ext.,Seethamml Ext. 2nd Main Road,S_W122_001,13.035238,80.25274,80.2527402,13.0352379,Half Full
6344,N09,N122,Alwarpet,Alwarpet,T.T.K.  Road,S_W122_001,13.022099,80.25269,80.2526903,13.0220987,Full
6345,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Chamiers Road,S_W122_001,13.035672,80.245187,80.2451868,13.0356718,Half Full
6346,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Chamiers Road,S_W122_002,13.035694,80.245173,80.245173,13.0356937,Full
6347,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Chamiers Road,S_W122_003,13.035862,80.244629,80.244629,13.035862,Half Full
6348,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Chamiers Road,S_W122_004,13.035862,80.244629,80.244629,13.035862,Full
6349,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Chamiers Road,S_W122_005,13.035837,80.244546,80.2445464,13.0358373,Full
6350,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Chamiers Road,S_W122_006,13.035824,80.244612,80.2446121,13.0358244,Empty
6351,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Chamiers Road,S_W122_007,13.023198,80.25189,80.2518901,13.0231982,Full
6352,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Chamiers Road,S_W122_008,13.023203,80.251926,80.2519263,13.0232026,Full
6353,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Chamiers Road,S_W122_009,13.02827,80.250785,80.2507852,13.0282701,Empty
6354,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Chamiers Road,S_W122_010,13.035355,80.244479,80.2444785,13.0353551,Full
6355,N09,N122,Teynampet,Teynampet,Kavingar Bharathidasan Road,S_W122_001,13.035045,80.253955,80.2539548,13.0350448,Half Full
6356,N09,N122,Teynampet,Teynampet,Kavingar Bharathidasan Road,S_W122_002,13.029111,80.247385,80.2473854,13.0291112,Full
6357,N09,N122,Teynampet,Teynampet,Kavingar Bharathidasan Road,S_W122_003,13.035387,80.250006,80.2500061,13.0353871,Full
6358,N09,N122,Teynampet,Teynampet,Kavingar Bharathidasan Road,S_W122_004,13.035384,80.249991,80.2499907,13.0353844,Full
6359,N09,N122,Teynampet,Seethammal Colony Ext.,Seethamml Ext. 3rd  Main Road,S_W122_001,13.035196,80.252688,80.2526875,13.035196,Full
6360,N09,N122,Teynampet,Seethammal Colony Ext.,Seethammal Extension 3rd Cross Street,S_W122_001,13.035205,80.252727,80.2527266,13.0352047,Half Full
6361,N09,N122,Teynampet,Seethammal Colony Ext.,Seethammal Extension 3rd Cross Street,S_W122_002,13.035227,80.252746,80.2527461,13.0352268,Full
6362,N09,N122,Alwarpet,Alwarpet,Cenetoph Road Ist Street,S_W122_001,13.034622,80.250631,80.2506311,13.0346218,Empty
6363,N09,N122,Alwarpet,Alwarpet,Cenetoph Road Ist Street,S_W122_002,13.034622,80.250631,80.2506311,13.0346218,Empty
6364,N09,N122,Alwarpet,Alwarpet,Cenetoph Road Ist Street,S_W122_003,13.034622,80.250631,80.2506311,13.0346218,Full
6365,N09,N122,Alwarpet,Alwarpet,Cenetoph Road Ist Street,S_W122_004,13.034622,80.250631,80.2506311,13.0346218,Empty
6366,N09,N122,Alwarpet,Alwarpet,Cenetoph Road Ist Street,S_W122_005,13.034622,80.250631,80.2506311,13.0346218,Empty
6367,N09,N122,Alwarpet,Alwarpet,Cenetoph Road Ist Street,S_W122_006,13.034622,80.250631,80.2506311,13.0346218,Full
6368,N09,N122,Alwarpet,Alwarpet,Cenetoph Road Ist Street,S_W122_007,13.034622,80.250631,80.2506311,13.0346218,Full
6369,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Pughs Road,S_W122_001,13.023983,80.252373,80.2523726,13.0239832,Full
6370,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Pughs Road,S_W122_002,13.023975,80.252378,80.2523784,13.0239749,Full
6371,N09,N122,Raja Annamalai Puram,Raja Annamalai Puram,Pughs Road,S_W122_003,13.023957,80.252347,80.2523474,13.0239569,Full
6372,N09,N122,R.A.Puram,R.A.Puram,Dr. Radhakrishnapuram Slum Road,S_W122_001,13.022129,80.252725,80.2527249,13.0221289,Empty
6373,N09,N122,Teynampet,Teynampet,Alayamman Koil  Street (Old),S_W122_001,13.038253,80.245321,80.2453212,13.0382528,Full
6374,N09,N122,Teynampet,Teynampet,Alayamman Koil  Street (Old),S_W122_002,13.038959,80.246383,80.246383,13.0389586,Empty
6375,N09,N122,Teynampet,Teynampet,Alayamman Koil  Street (Old),S_W122_003,13.038961,80.246279,80.2462786,13.0389609,Full
6376,N09,N122,Teynampet,Teynampet,Alayamman Koil  Street (Old),S_W122_004,13.038914,80.246261,80.2462609,13.0389145,Empty
6377,N09,N122,Teynampet,Teynampet,Alayamman Koil  Street (Old),S_W122_005,13.038937,80.246287,80.2462869,13.0389367,Full
6378,N09,N122,Teynampet,Teynampet,Alayamman Koil  Street (Old),S_W122_006,13.038907,80.24632,80.2463198,13.0389066,Full
6379,N09,N122,Alwarpet,Alwarpet,Alwarpet Street,S_W122_001,13.038896,80.246276,80.2462762,13.0388956,Half Full
6380,N09,N122,Alwarpet,Alwarpet,Alwarpet Street,S_W122_002,13.038889,80.24628,80.2462799,13.0388892,Full
6381,N09,N122,Alwarpet,Alwarpet,Alwarpet Street,S_W122_003,13.038907,80.246311,80.2463112,13.0389067,Full
6382,N09,N122,Teynampet,Teynampet,Alayamman Koil Street (New),S_W122_001,13.03827,80.245339,80.2453386,13.0382699,Full
6383,N09,N122,Teynampet,Teynampet,Alayamman Koil Street (New),S_W122_002,13.038949,80.245642,80.2456424,13.0389486,Half Full
6384,N09,N122,Teynampet,Teynampet,Alayamman Koil Street (New),S_W122_003,13.038288,80.245351,80.245351,13.0382878,Empty
6385,N09,N123,Mylapore,Alwarpet,Dr C.V.Raman Road,S_W123_001,13.036212,80.26002,80.2600197,13.0362115,Full
6386,N09,N123,Mylapore,Alwarpet,Dr C.V.Raman Road,S_W123_002,13.035382,80.259824,80.2598237,13.035382,Full
6387,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_001,13.034691,80.259755,80.2597548,13.0346909,Full
6388,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_002,13.037381,80.265976,80.2659758,13.0373814,Full
6389,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_003,13.033811,80.262129,80.2621286,13.0338113,Full
6390,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_004,13.036752,80.260125,80.2601245,13.0367516,Empty
6391,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_005,13.030756,80.258792,80.2587919,13.0307555,Full
6392,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_006,13.033088,80.26054,80.2605395,13.0330879,Full
6393,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_007,13.036874,80.26703,80.2670298,13.0368739,Full
6394,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_008,13.038667,80.258748,80.2587483,13.0386671,Full
6395,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_009,13.034396,80.264611,80.264611,13.0343959,Full
6396,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_010,13.034642,80.260947,80.2609471,13.0346422,Empty
6397,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_011,13.034644,80.261557,80.2615571,13.0346439,Half Full
6398,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_012,13.035542,80.263842,80.2638418,13.0355424,Full
6399,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_013,13.03674,80.257106,80.2571062,13.0367403,Empty
6400,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_014,13.032339,80.258778,80.2587779,13.0323391,Half Full
6401,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_015,13.035537,80.258849,80.2588489,13.0355374,Empty
6402,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_016,13.035504,80.264796,80.264796,13.0355042,Full
6403,N09,N123,Alwarpet,Alwarpet,Sir. Desika Salai,S_W123_017,13.034759,80.259082,80.2590822,13.0347588,Full
