OBJECTID,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,LONGITUDE_POINT,LATITUDE_POINT,BIN_STATUS
174,N01,N005,ERNAVOOR,RAMAKRISHNA NAGAR,RAMAKRISHNAN NAGAR 5TH CROSS STREET,S_W005_001,13.182835,80.315464,80.3154641,13.1828354,Half Full
175,N01,N005,ERNAVOOR,RAMAKRISHNA NAGAR,RAMAKRISHNAN NAGAR 5TH CROSS STREET,S_W005_002,13.183467,80.315771,80.315771,13.1834672,Full
176,N01,N005,WIMCO NAGAR,SAKTHIPURAM,SAKTHIPURAM EXTENSION,S_W005_001,13.179325,80.308408,80.3084081,13.1793249,Full
177,N01,N005,WIMCO NAGAR,SAKTHIPURAM,SAKTHIPURAM EXTENSION,S_W005_002,13.178815,80.308596,80.3085958,13.1788151,Empty
178,N01,N005,WIMCO NAGAR,SAKTHIPURAM,SAKTHIPURAM EXTENSION,S_W005_003,13.178941,80.309189,80.309189,13.1789409,Empty
179,N01,N005,WIMCO NAGAR,SAKTHIPURAM,SAKTHIPURAM EXTENSION,S_W005_004,13.179419,80.309673,80.3096727,13.1794189,Full
180,N01,N005,WIMCO NAGAR,SAKTHIPURAM,SAKTHIPURAM EXTENSION,S_W005_005,13.178347,80.309705,80.3097049,13.1783473,Half Full
181,N01,N005,WIMCO NAGAR,SAKTHIPURAM,SAKTHIPURAM EXTENSION,S_W005_006,13.178329,80.309705,80.3097052,13.1783288,Full
182,N01,N005,WIMCO NAGAR,CHINNA ERNAVOOR,CHINNA ERNAVOOR,S_W005_001,13.179426,80.307346,80.3073461,13.1794261,Full
183,N01,N005,WIMCO NAGAR,CHINNA ERNAVOOR,CHINNA ERNAVOOR,S_W005_002,13.180059,80.307569,80.3075693,13.1800589,Half Full
184,N01,N005,AJAX,GOPI NAGAR,GOPI NAGAR,S_W005_001,13.176361,80.306572,80.3065723,13.1763608,Full
185,N01,N005,ERNAVOOR,BHARATHIYAR NAGAR,MA.VE.NA NAGAR 4TH STREET,S_W005_001,13.186098,80.316792,80.3167917,13.1860984,Half Full
186,N01,N005,ERNAVOOR,BHARATHIYAR NAGAR,MA.VE.NA NAGAR 4TH STREET,S_W005_002,13.18664,80.314848,80.3148485,13.1866404,Half Full
187,N01,N005,WIMCO NAGAR,KASI VISWANATHAR KOIL KUPPAM,KASI VISWANATHAR KOIL KUPPAM,S_W005_001,13.177437,80.313412,80.3134124,13.1774369,Full
188,N01,N005,WIMCO NAGAR,KASI VISWANATHAR KOIL KUPPAM,KASI VISWANATHAR KOIL KUPPAM,S_W005_002,13.176791,80.31279,80.3127905,13.1767911,Empty
189,N01,N005,WIMCO NAGAR,KASI VISWANATHAR KOIL KUPPAM,KASI VISWANATHAR KOIL KUPPAM,S_W005_003,13.177062,80.312972,80.3129722,13.1770616,Half Full
190,N01,N005,WIMCO NAGAR,KASI VISWANATHAR KOIL KUPPAM,KASI VISWANATHAR KOIL KUPPAM,S_W005_004,13.176117,80.312938,80.3129379,13.1761171,Full
191,N01,N005,WIMCO NAGAR,KASI VISWANATHAR KOIL KUPPAM,KASI VISWANATHAR KOIL KUPPAM,S_W005_005,13.175494,80.3127,80.3126995,13.1754943,Empty
192,N01,N005,WIMCO NAGAR,KASI VISWANATHAR KOIL KUPPAM,KASI VISWANATHAR KOIL KUPPAM,S_W005_006,13.177224,80.312194,80.3121938,13.1772237,Full
193,N01,N005,WIMCO NAGAR,KASI VISWANATHAR KOIL KUPPAM,KASI VISWANATHAR KOIL KUPPAM,S_W005_007,13.177533,80.311003,80.311003,13.177533,Full
194,N01,N005,WIMCO NAGAR,KASI VISWANATHAR KOIL KUPPAM,KASI VISWANATHAR KOIL KUPPAM,S_W005_008,13.177914,80.309676,80.3096763,13.1779143,Full
195,N01,N005,WIMCO NAGAR,WIMCO NAGAR,VIVEKANANDAR STREET,S_W005_001,13.180534,80.307709,80.3077087,13.1805337,Full
196,N01,N005,ERNAVOOR,BHARATHIYAR NAGAR,BHARATHIAR NAGAR 6TH STREET,S_W005_001,13.187475,80.315003,80.3150034,13.1874754,Full
197,N01,N005,ERNAVOOR,BHARATHIYAR NAGAR,MA. VE. NA NAGAR 1ST STREET,S_W005_001,13.184777,80.316648,80.3166477,13.1847772,Full
198,N01,N005,ERNAVOOR,RAMAKRISHNA NAGAR,RAMAKRISHNAN NAGAR 3RD CROSS STREET,S_W005_001,13.184277,80.31433,80.3143296,13.1842772,Full
199,N01,N005,ERNAVOOR,BHARATH NAGAR,BHARATH NAGAR 5TH CROSS STREET,S_W005_001,13.184764,80.312969,80.3129688,13.1847641,Full
200,N01,N005,WIMCO NAGAR,SAKTHIPURAM,SAKTHIPURAM,S_W005_001,13.178503,80.313035,80.313035,13.178503,Full
201,N01,N005,WIMCO NAGAR,SAKTHIPURAM,SAKTHIPURAM,S_W005_002,13.179031,80.311254,80.311254,13.179031,Full
202,N01,N005,WIMCO NAGAR,SAKTHIPURAM,SAKTHIPURAM,S_W005_003,13.179401,80.310005,80.310005,13.1794008,Empty
203,N01,N005,WIMCO NAGAR,KALAIGNAR NAGAR,KALAIGNAR NAGAR STREET,S_W005_001,13.180945,80.30781,80.3078103,13.1809449,Half Full
204,N01,N005,WIMCO NAGAR,KALAIGNAR NAGAR,KALAIGNAR NAGAR STREET,S_W005_002,13.181264,80.307932,80.3079322,13.1812642,Full
205,N01,N005,ERNAVOOR,RAMAKRISHNA NAGAR,RAMAKRISHNA NAGAR 4TH CROSS STREET,S_W005_001,13.184314,80.314334,80.3143335,13.1843142,Empty
206,N01,N005,AJAX,MANIKKAM NAGAR,MANICKAM NAGAR,S_W005_002,13.172763,80.304097,80.3040974,13.1727633,Full
207,N01,N005,AJAX,MANIKKAM NAGAR,MANICKAM NAGAR,S_W005_003,13.172824,80.303512,80.3035123,13.1728236,Full
208,N01,N005,AJAX,MANIKKAM NAGAR,MANICKAM NAGAR,S_W005_004,13.1722,80.303451,80.3034511,13.1722001,Half Full
209,N01,N005,AJAX,MANIKKAM NAGAR,MANICKAM NAGAR,S_W005_001,13.172072,80.3047,80.3046998,13.1720722,Empty
210,N01,N005,WIMCO NAGAR,WIMCO NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W005_001,13.181893,80.308143,80.3081434,13.181893,Empty
211,N01,N005,WIMCO NAGAR,WIMCO NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W005_002,13.182621,80.3083,80.3083003,13.1826209,Empty
212,N01,N005,WIMCO NAGAR,WIMCO NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W005_003,13.182977,80.308433,80.3084328,13.1829767,Empty
213,N01,N005,WIMCO NAGAR,WIMCO NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W005_004,13.183888,80.308682,80.3086819,13.1838877,Full
214,N01,N005,WIMCO NAGAR,WIMCO NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W005_005,13.184376,80.308796,80.3087963,13.1843759,Full
215,N01,N005,WIMCO NAGAR,WIMCO NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W005_006,13.184939,80.308903,80.3089027,13.1849388,Full
216,N01,N005,WIMCO NAGAR,WIMCO NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W005_007,13.185289,80.309941,80.3099406,13.1852889,Empty
217,N01,N005,WIMCO NAGAR,WIMCO NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W005_008,13.18515,80.310748,80.3107479,13.1851505,Half Full
218,N01,N005,WIMCO NAGAR,WIMCO NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W005_009,13.184968,80.311654,80.3116542,13.1849683,Full
219,N01,N005,WIMCO NAGAR,WIMCO NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W005_010,13.184808,80.312409,80.3124094,13.1848077,Full
220,N01,N005,ERNAVOOR,BHARATHIYAR NAGAR,MA.VE.NA. NAGAR 5TH STREET,S_W005_001,13.186422,80.316773,80.316773,13.1864216,Half Full
221,N01,N006,TIRUVOTTRIYUR,DR KALAIGNAR NAGAR,DR KALAIGNAR NAGAR 2ND STREET,S_W006_001,13.17256,80.295702,80.2957021,13.1725603,Full
222,N01,N006,TIRUVOTTRIYUR,SARASWATHI NAGAR,SARASWATHI NAGAR 2ND STREET,S_W006_001,13.176224,80.299655,80.2996552,13.1762236,Full
223,N01,N006,TIRUVOTTRIYUR,DR KALAIGNAR NAGAR,DR KALAIGNAR NAGAR 3RD STREET,S_W006_001,13.17301,80.295069,80.2950691,13.1730102,Full
224,N01,N006,TIRUVOTTRIYUR,DR KALAIGNAR NAGAR,DR KALAIGNAR NAGAR 5TH STREET,S_W006_001,13.173643,80.294656,80.2946556,13.1736429,Half Full
225,N01,N006,TIRUVOTTRIYUR,SARASWATHI NAGAR,SARASWATHI NAGAR 9TH STREET,S_W006_001,13.174483,80.301327,80.3013266,13.1744827,Full
226,N01,N006,TIRUVOTTRIYUR,MADURA NAGAR,MADURA NAGAR,S_W006_001,13.177162,80.29868,80.2986803,13.177162,Full
227,N01,N006,TIRUVOTTRIYUR,MADURA NAGAR,MADURA NAGAR,S_W006_002,13.177352,80.298125,80.2981251,13.1773524,Full
228,N01,N006,TIRUVOTTRIYUR,MADURA NAGAR,MADURA NAGAR,S_W006_003,13.177511,80.297718,80.2977181,13.1775105,Empty
229,N01,N006,TIRUVOTTRIYUR,T K P NAGAR,T K P NAGAR,S_W006_001,13.177795,80.298754,80.2987538,13.1777955,Empty
230,N01,N006,TIRUVOTTRIYUR,T K P NAGAR,T K P NAGAR,S_W006_002,13.177474,80.299434,80.2994341,13.1774739,Full
231,N01,N006,TIRUVOTTRIYUR,T K P NAGAR,T K P NAGAR,S_W006_003,13.178155,80.298031,80.2980305,13.1781553,Full
232,N01,N006,TIRUVOTTRIYUR,MURUGAPPA NAGAR,THIRUVALLUVAR STREET,S_W006_001,13.182899,80.302044,80.302044,13.1828987,Full
233,N01,N006,TIRUVOTTRIYUR,MURUGAPPA NAGAR,PASUMPON JAIHIND NAGAR,S_W006_001,13.183344,80.303446,80.3034455,13.1833437,Full
234,N01,N006,TIRUVOTTRIYUR,SAKTHI GANAPATHI NAGAR,SAKTHI GANAPATHI NAGAR,S_W006_001,13.172674,80.300016,80.3000156,13.1726741,Half Full
235,N01,N006,TIRUVOTTRIYUR,SAKTHI GANAPATHI NAGAR,SAKTHI GANAPATHI NAGAR,S_W006_002,13.176152,80.299679,80.2996787,13.1761524,Half Full
236,N01,N006,TIRUVOTTRIYUR,MURUGAPPA NAGAR,GANDHI STREET,S_W006_001,13.183542,80.302353,80.3023532,13.1835416,Full
237,N01,N006,TIRUVOTTRIYUR,RAJASHANMUGAM NAGAR,RAJASHANMUGAM NAGAR 3RD STREET,S_W006_001,13.173043,80.298125,80.2981254,13.1730428,Full
238,N01,N006,TIRUVOTTRIYUR,RAJASHANMUGAM NAGAR,RAJASHANMUGAM NAGAR 3RD STREET,S_W006_002,13.17282,80.299214,80.2992136,13.1728196,Full
239,N01,N006,TIRUVOTTRIYUR,RAJASHANMUGAM NAGAR,RAJASHANMUGAM NAGAR 9TH STREET,S_W006_001,13.170961,80.297563,80.2975633,13.1709608,Empty
240,N01,N006,TIRUVOTTRIYUR,RAJASHANMUGAM NAGAR,RAJASHANMUGAM NAGAR 9TH STREET,S_W006_002,13.170679,80.299313,80.2993127,13.1706794,Full
241,N01,N006,TIRUVOTTRIYUR,DR AMBEDKAR NAGAR,DR AMBEDKAR NAGAR MAIN  STREET,S_W006_001,13.17433,80.302778,80.3027777,13.1743298,Half Full
242,N01,N006,TIRUVOTTRIYUR,DR AMBEDKAR NAGAR,DR AMBEDKAR NAGAR MAIN  STREET,S_W006_002,13.17505,80.30317,80.3031699,13.1750497,Full
243,N01,N006,TIRUVOTTRIYUR,JOTHI NAGAR,JOTHI NAGAR 9TH STREET,S_W006_001,13.178578,80.299027,80.2990273,13.1785779,Full
244,N01,N006,TIRUVOTTRIYUR,SHANMUGAPURAM,SHANMUGAPURAM 2ND STREET,S_W006_001,13.176175,80.302877,80.3028774,13.1761752,Full
245,N01,N006,TIRUVOTTRIYUR,DR AMBEDKAR NAGAR,DR AMBEDKAR NAGAR MAIN ROAD,S_W006_001,13.173436,80.302032,80.3020325,13.1734362,Full
246,N01,N006,TIRUVOTTRIYUR,DR KALAIGNAR NAGAR,DR KALAIGNAR NAGAR 4TH STREET,S_W006_001,13.173301,80.29592,80.2959199,13.1733008,Full
247,N01,N006,TIRUVOTTRIYUR,RAJASHANMUGAM NAGAR,RAJASHANMUGAM NAGAR 2ND STREET,S_W006_001,13.173246,80.299578,80.2995776,13.1732462,Full
248,N01,N006,TIRUVOTTRIYUR,RAJASHANMUGAM NAGAR,RAJASHANMUGAM NAGAR 13TH STREET,S_W006_001,13.171511,80.297132,80.2971322,13.1715112,Empty
249,N01,N006,TIRUVOTTRIYUR,SIVASAKTHI NAGAR,SIVA SAKTHI NAGAR 6TH STREET,S_W006_001,13.171032,80.299659,80.2996591,13.1710319,Half Full
250,N01,N006,TIRUVOTTRIYUR,SATHIYAMURTHY NAGAR,SATHIYAMURTHY NAGAR,S_W006_001,13.177277,80.295407,80.2954074,13.1772766,Empty
251,N01,N006,TIRUVOTTRIYUR,SATHIYAMURTHY NAGAR,SATHIYAMURTHY NAGAR,S_W006_002,13.176648,80.294981,80.2949814,13.1766484,Empty
252,N01,N006,TIRUVOTTRIYUR,SATHIYAMURTHY NAGAR,SATHIYAMURTHY NAGAR,S_W006_003,13.176693,80.294953,80.2949533,13.1766927,Full
253,N01,N006,TIRUVOTTRIYUR,SATHIYAMURTHY NAGAR,SATHIYAMURTHY NAGAR,S_W006_004,13.176689,80.294977,80.2949769,13.1766885,Full
254,N01,N006,TIRUVOTTRIYUR,JOTHI NAGAR,JOTHI NAGAR 4TH CROSS STREET,S_W006_001,13.178962,80.300194,80.3001939,13.1789618,Full
255,N01,N006,TIRUVOTTRIYUR,RAJASHANMUGAM NAGAR,RAJASHANMUGAM NAGAR 6TH CROSS STREET,S_W006_001,13.170803,80.299202,80.2992015,13.170803,Full
256,N01,N006,TIRUVOTTRIYUR,JOTHI NAGAR,JOTHI NAGAR 8TH STREET,S_W006_001,13.178301,80.300532,80.3005325,13.178301,Full
257,N01,N006,TIRUVOTTRIYUR,SHANMUGAPURAM,SHANMUGAPURAM 3RD STREET,S_W006_001,13.176837,80.303022,80.3030219,13.176837,Half Full
258,N01,N006,TIRUVOTTRIYUR,T S GOPAL NAGAR,T S GOPAL NAGAR,S_W006_001,13.177959,80.299549,80.2995492,13.1779586,Empty
259,N01,N006,TIRUVOTTRIYUR,MURUGAPPA NAGAR,ELANGO STREET,S_W006_001,13.183989,80.302552,80.3025521,13.1839889,Full
260,N01,N006,TIRUVOTTRIYUR,SHANMUGAPURAM,SHANMUGAPURAM 1ST STREET,S_W006_001,13.175953,80.303384,80.3033842,13.1759532,Half Full
261,N01,N006,TIRUVOTTRIYUR,DR KALAIGNAR NAGAR,DR KALAIGNAR NAGAR MAIN ROAD,S_W006_001,13.174839,80.295313,80.2953125,13.1748388,Empty
262,N01,N006,TIRUVOTTRIYUR,SARASWATHI NAGAR,SARASWATHI NAGAR 10TH STREET,S_W006_001,13.174121,80.301224,80.3012239,13.1741214,Empty
263,N01,N006,TIRUVOTTRIYUR,SARASWATHI NAGAR,SARASWATHI NAGAR 10TH STREET,S_W006_002,13.174147,80.301257,80.3012575,13.1741469,Full
264,N01,N006,TIRUVOTTRIYUR,PONNI AMMAN NAGAR,PONNI AMMAN NAGAR 3RD CROSS STREET,S_W006_001,13.176655,80.298275,80.2982754,13.1766551,Empty
265,N01,N006,TIRUVOTTRIYUR,JOTHI NAGAR,JOTHI NAGAR MAIN CROSS STREET,S_W006_001,13.178758,80.300732,80.3007321,13.1787577,Full
266,N01,N006,TIRUVOTTRIYUR,RAJASHANMUGAM NAGAR,RAJASHANMUGAM NAGAR 1ST STREET,S_W006_001,13.173624,80.300975,80.3009753,13.1736242,Empty
267,N01,N006,TIRUVOTTRIYUR,RAJASHANMUGAM NAGAR,RAJASHANMUGAM NAGAR 4TH STREET,S_W006_001,13.172596,80.297952,80.2979521,13.1725958,Empty
268,N01,N006,TIRUVOTTRIYUR,RAJASHANMUGAM NAGAR,RAJASHANMUGAM NAGAR 4TH STREET,S_W006_001,13.172353,80.299258,80.2992583,13.172353,Full
269,N01,N006,TIRUVOTTRIYUR,RAJASHANMUGAM NAGAR,RAJASHANMUGAM NAGAR 6TH STREET,S_W006_001,13.171515,80.299327,80.2993268,13.1715152,Full
270,N01,N006,TIRUVOTTRIYUR,DR AMBEDKAR NAGAR,PILLAYAR KOIL STREET,S_W006_001,13.172704,80.301741,80.3017406,13.1727036,Full
271,N01,N006,TIRUVOTTRIYUR,DR AMBEDKAR NAGAR,PILLAYAR KOIL STREET,S_W006_002,13.17329,80.301797,80.3017972,13.1732898,Full
272,N01,N006,TIRUVOTTRIYUR,JOTHI NAGAR,JOTHI NAGAR 4TH STREET,S_W006_001,13.179805,80.300784,80.3007842,13.1798051,Full
273,N01,N006,TIRUVOTTRIYUR,JOTHI NAGAR,JOTHI NAGAR 10TH STREET,S_W006_001,13.180785,80.298919,80.2989187,13.180785,Half Full
274,N01,N006,TIRUVOTTRIYUR,JOTHI NAGAR,JOTHI NAGAR SCHOOL STREET,S_W006_001,13.179294,80.301898,80.3018981,13.1792939,Full
275,N01,N007,TIRUVOTTRIYUR,RAJAJI NAGAR,INDIRA GANDHI STREET,S_W007_001,13.165846,80.292534,80.2925336,13.165846,Half Full
276,N01,N007,TIRUVOTTRIYUR,RAJAJI NAGAR,INDIRA GANDHI STREET,S_W007_002,13.165807,80.289557,80.2895568,13.1658073,Full
277,N01,N007,TIRUVOTTRIYUR,TNPA RAILWAY COLONY,NEW RAILWAY COLONY,S_W007_001,13.169947,80.294461,80.2944615,13.1699472,Empty
278,N01,N007,TIRUVOTTRIYUR,BALAKRISHNA NAGAR,V O C STREET,S_W007_001,13.168652,80.29594,80.2959401,13.1686525,Full
279,N01,N007,TIRUVOTTRIYUR,ANNAMALAI NAGAR,ANNAMALAI NAGAR 7TH STREET,S_W007_001,13.169057,80.299512,80.2995122,13.1690571,Full
280,N01,N007,TIRUVOTTRIYUR,RAJAJI NAGAR,"GLASS FACTORY ROAD, ANNA NAGAR",S_W007_001,13.165793,80.298353,80.2983526,13.1657931,Half Full
281,N01,N007,TIRUVOTTRIYUR,RAJAJI NAGAR,GANDHIJI STREET,S_W007_001,13.167029,80.29395,80.2939502,13.1670293,Full
282,N01,N007,TIRUVOTTRIYUR,RADHAKRISHNA AVENUE,RADHAKRISHNA AVENUE MGR NAGAR,S_W007_001,13.16872,80.293977,80.2939767,13.1687196,Full
283,N01,N007,TIRUVOTTRIYUR,RAGHAVAN STREET,RAGHAVAN STREET,S_W007_001,13.169674,80.292101,80.2921012,13.1696741,Empty
284,N01,N007,TIRUVOTTRIYUR,TNPA RAILWAY COLONY,TNPA RAILWAY COLONY,S_W007_001,13.169959,80.294472,80.294472,13.1699589,Full
285,N01,N007,TIRUVOTTRIYUR,CHARLES NAGAR,CHARLES NAGAR 2ND STREET,S_W007_001,13.169962,80.294431,80.2944308,13.1699621,Half Full
286,N01,N007,TIRUVOTTRIYUR,SARAVANA NAGAR,SARAVANA NAGAR,S_W007_001,13.169731,80.297433,80.2974326,13.1697309,Half Full
287,N01,N007,TIRUVOTTRIYUR,RAJAJI NAGAR,SUBHASH CHANDRA BOSE STREET,S_W007_001,13.168342,80.299326,80.2993259,13.1683425,Full
288,N01,N007,TIRUVOTTRIYUR,CHARLES NAGAR,CHARLES NAGAR IST STREET,S_W007_001,13.169984,80.294505,80.2945054,13.1699838,Full
289,N01,N007,TIRUVOTTRIYUR,CHARLES NAGAR,CHARLES NAGAR MAIN ROAD,S_W007_001,13.168705,80.296595,80.2965951,13.1687052,Full
290,N01,N007,TIRUVOTTRIYUR,GARGIL NAGAR,GARGIL NAGAR,S_W007_001,13.171196,80.292253,80.2922531,13.1711958,Full
291,N01,N007,TIRUVOTTRIYUR,BALAKRISHNA NAGAR,BALAKRISHNA NAGAR,S_W007_001,13.167449,80.296566,80.2965656,13.1674492,Empty
292,N01,N007,TIRUVOTTRIYUR,ANNAMALAI NAGAR,ANNAMALAI NAGAR 4TH STREET,S_W007_001,13.169063,80.299527,80.2995274,13.1690631,Half Full
293,N01,N007,TIRUVOTTRIYUR,R S NAGAR,R S NAGAR 14TH STREET,S_W007_001,13.170107,80.293979,80.2939788,13.170107,Full
294,N01,N007,TIRUVOTTRIYUR,BALAKRISHNA NAGAR,BALAKRISHNA NAGAR 1ST MAIN ROAD,S_W007_001,13.167429,80.29657,80.2965699,13.1674286,Full
295,N01,N007,TIRUVOTTRIYUR,GARGIL NAGAR,ABDULLAH SARDAR STREET,S_W007_001,13.171172,80.292292,80.2922917,13.1711717,Empty
296,N01,N007,TIRUVOTTRIYUR,RAJAJI NAGAR,NEHRU STREET,S_W007_001,13.167426,80.296586,80.2965863,13.1674264,Empty
297,N01,N007,TIRUVOTTRIYUR,BASIN ROAD,BASIN ROAD,S_W007_001,13.168383,80.299236,80.2992355,13.1683826,Half Full
298,N01,N007,TIRUVOTTRIYUR,ANNAMALAI NAGAR,ANNAMALAI NAGAR IST STREET,S_W007_001,13.168367,80.299426,80.2994263,13.1683674,Empty
299,N01,N007,TIRUVOTTRIYUR,RAJIV GANDHI NAGAR,RAJIV GANDHI NAGAR,G_W007_001,13.168364,80.299465,80.2994648,13.168364,Half Full
300,N01,N007,TIRUVOTTRIYUR,TNPA RAILWAY COLONY,KCP COLONY,S_W007_001,13.169115,80.299517,80.2995175,13.1691149,Full
301,N01,N007,TIRUVOTTRIYUR,KUMARAN STREET,KUMARAN STREET,S_W007_001,13.167937,80.293474,80.2934738,13.1679369,Full
302,N01,N008,TIRUVOTTRIYUR,ANJUGAM NAGAR,ANJUGAM NAGAR,S_W008_001,13.16521,80.303613,80.3036125,13.1652096,Full
303,N01,N008,TIRUVOTTRIYUR,ANJUGAM NAGAR,ANJUGAM NAGAR,S_W008_002,13.165141,80.303705,80.3037046,13.1651412,Full
304,N01,N008,TIRUVOTTRIYUR,ANJUGAM NAGAR,ANJUGAM NAGAR,S_W008_003,13.165141,80.303735,80.3037354,13.1651408,Full
305,N01,N008,TIRUVOTTRIYUR,BHARATHI NAGAR,BARATHI NAGAR,S_W008_001,13.170442,80.30481,80.3048101,13.1704421,Full
306,N01,N008,TIRUVOTTRIYUR,BHARATHI NAGAR,BARATHI NAGAR,S_W008_004,13.166401,80.303896,80.3038957,13.1664013,Empty
307,N01,N008,TIRUVOTTRIYUR,BHARATHI NAGAR,BARATHI NAGAR,S_W008_005,13.166395,80.303905,80.3039053,13.1663947,Full
308,N01,N008,TIRUVOTTRIYUR,BHARATHI NAGAR,BARATHI NAGAR,S_W008_006,13.165629,80.303601,80.3036009,13.1656287,Half Full
309,N01,N008,TIRUVOTTRIYUR,THULASI NAGAR,THULASI GARDEN,S_W008_001,13.169608,80.303156,80.303156,13.1696076,Full
310,N01,N008,TIRUVOTTRIYUR,MASTHAN KOIL,MASTHAN KOIL PATTAI,G_W008_001,13.165207,80.306986,80.3069859,13.1652071,Full
311,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W008_001,13.16759,80.304225,80.3042248,13.1675899,Half Full
312,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W008_002,13.167594,80.304225,80.3042252,13.1675941,Full
313,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W008_003,13.164455,80.303554,80.3035537,13.1644546,Full
314,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W008_004,13.165681,80.303636,80.3036358,13.1656814,Full
315,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W008_005,13.163694,80.303541,80.3035413,13.1636936,Half Full
316,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W008_006,13.165597,80.303684,80.3036838,13.1655969,Half Full
317,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W008_007,13.163403,80.303376,80.3033761,13.1634027,Full
318,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,KAMALA NAGAR1ST STREET,S_W008_001,13.169146,80.30313,80.3031297,13.1691455,Half Full
319,N01,N008,TIRUVOTTRIYUR,ANJUGAM NAGAR,TIRUVOTTRIYUR HIGH ROAD,S_W008_001,13.165631,80.303598,80.3035981,13.1656311,Full
320,N01,N008,TIRUVOTTRIYUR,TSR NAGAR,TSR NAGAR  MA.VA.NA STREET,S_W008_001,13.166608,80.304461,80.3044608,13.166608,Full
321,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,PERIYAR NAGAR,S_W008_001,13.168597,80.303898,80.3038975,13.1685975,Half Full
322,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,PERIYAR NAGAR,S_W008_002,13.166984,80.303538,80.3035376,13.1669837,Full
323,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,PERIYAR NAGAR,S_W008_005,13.167671,80.303502,80.3035019,13.1676714,Full
324,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,PERIYAR NAGAR,S_W008_007,13.166,80.303632,80.3036325,13.1660002,Empty
325,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,PERIYAR NAGAR,S_W008_007,13.167719,80.303733,80.3037326,13.1677189,Full
326,N01,N008,TIRUVOTTRIYUR,GANGA NAGAR,GANGA NAGAR,S_W008_001,13.16765,80.303733,80.303733,13.1676498,Half Full
327,N01,N008,TIRUVOTTRIYUR,BEACH ROAD,ENNORE EXPRESS ROAD,S_W008_001,13.16637,80.307849,80.3078489,13.1663698,Half Full
328,N01,N008,TIRUVOTTRIYUR,PERIYAR NAGAR,KAVERI NAGAR 1ST STREET,S_W008_001,13.169169,80.3031,80.3030997,13.1691693,Half Full
329,N01,N008,TIRUVOTTRIYUR,TSR NAGAR,TSR NAGAR,S_W008_001,13.166586,80.304386,80.3043864,13.1665864,Full
330,N01,N008,TIRUVOTTRIYUR,THULASI NAGAR,VIVEKANANDAR STREET,S_W008_001,13.169176,80.304393,80.3043931,13.1691756,Full
331,N01,N009,TIRUVOTTRIYUR,THERADY,T.N.S.C. BOARD BLOCK P,S_W009_001,13.163636,80.300897,80.3008975,13.1636365,Full
332,N01,N009,TIRUVOTTRIYUR,THERADY,T.N.S.C. BOARD BLOCK P,S_W009_002,13.163544,80.300892,80.3008917,13.1635444,Full
333,N01,N009,TIRUVOTTRIYUR,THERADY,T.N.S.C. BOARD BLOCK P,S_W009_003,13.163609,80.300891,80.3008907,13.1636092,Full
334,N01,N009,TIRUVOTTRIYUR,THERADY,THULUKANA NAICKEN STREET,S_W009_001,13.162478,80.302675,80.3026754,13.1624783,Full
335,N01,N009,TIRUVOTTRIYUR,APPAR SWAMY KOIL,APPAR SWAMY KOIL STREET,S_W009_001,13.160515,80.303562,80.3035623,13.1605148,Half Full
336,N01,N009,TIRUVOTTRIYUR,APPAR SWAMY KOIL,APPAR SWAMY KOIL STREET,S_W009_002,13.160282,80.304737,80.3047372,13.1602821,Half Full
337,N01,N009,TIRUVOTTRIYUR,APPAR SWAMY KOIL,APPAR SWAMY KOIL STREET,S_W009_003,13.160291,80.305171,80.3051711,13.1602914,Full
